Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD3,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,1.0,-2.9699999999999998,0,3401,27,0,3428
arimaFD3,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,-2.75,0,3403,25,0,3428
arimaFD3,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,1.0,-2.4200000000000004,0,3406,22,0,3428
arimaFD3,reward_low_FN_rate,artificialNoAnomaly/art_flatline.csv,1.0,0.0,0,3428,0,0,3428
arimaFD3,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,1.0,-1.5400000000000005,0,3414,14,0,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,1.0,-1.3189783275914269,2,3003,22,401,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,1.0,-1.1104237379520097,1,3005,20,402,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,1.0,-0.9194156412326627,3,3007,18,400,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,1.0,-1.2854581210777392,1,3004,21,402,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,1.0,-2.566350287017614,4,2992,33,399,3428
arimaFD3,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,1.0,0.08771456077745121,3,3017,8,400,3428
arimaFD3,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,1.0,-2.4650167475852767,0,1213,5,163,1381
arimaFD3,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,1.0,1.5835066490074408,2,1216,3,160,1381
arimaFD3,reward_low_FN_rate,realAdExchange/exchange-3_cpc_results.csv,1.0,2.8389809625247144,3,1154,1,150,1308
arimaFD3,reward_low_FN_rate,realAdExchange/exchange-3_cpm_results.csv,1.0,0.8139716049342842,1,1154,1,152,1308
arimaFD3,reward_low_FN_rate,realAdExchange/exchange-4_cpc_results.csv,1.0,-0.3694176984471087,2,1229,3,163,1397
