Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD4,reward_low_FP_rate,artificialNoAnomaly/art_daily_no_noise.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FP_rate,artificialNoAnomaly/art_flatline.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,1.0,-0.22,0,3427,1,0,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsup.csv,1.0,0.8788812103063707,2,3025,0,401,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_daily_nojump.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_increase_spike_density.csv,1.0,0.8908370332548355,2,3025,0,401,3428
arimaFD4,reward_low_FP_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-2_cpc_results.csv,1.0,-1.2199977673998181,0,1217,1,163,1381
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,1.0,-2.0,0,1219,0,162,1381
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-3_cpc_results.csv,1.0,-3.0,0,1155,0,153,1308
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-3_cpm_results.csv,1.0,-1.0,0,1155,0,153,1308
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-4_cpc_results.csv,1.0,-3.0,0,1232,0,165,1397
arimaFD4,reward_low_FP_rate,realAdExchange/exchange-4_cpm_results.csv,1.0,-4.0,0,1233,0,164,1397
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,1.0,-2.0,0,3026,0,402,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,1.0,-2.0,0,3026,0,402,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.0,-0.32724119794609186,1,3025,1,401,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,1.0,-1.0,0,3025,0,403,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.0,0.9573402520988884,2,3085,0,341,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0,0.8893986916937562,2,3025,0,401,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-3.0,0,3023,0,405,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,-1.0,0,3548,0,473,4021
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-3.0,0,3023,0,405,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,0.8773127770158184,2,3025,0,401,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-2.0,0,3547,0,474,4021
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,-0.10144333180979226,2,3026,0,400,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-3.0,0,3463,0,465,3928
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-2.0,0,931,0,126,1057
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-0.08867076100671845,2,3026,0,400,3428
arimaFD4,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-0.08867076100671845,2,3026,0,400,3428
arimaFD4,reward_low_FP_rate,realKnownCause/ambient_temperature_system_failure.csv,1.0,-3.3200000000000003,0,5785,6,726,6517
arimaFD4,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,0.19798318060356607,2,15799,2,1497,17300
arimaFD4,reward_low_FP_rate,realKnownCause/ec2_request_latency_system_failure.csv,1.0,0.4148904288045707,2,3081,1,344,3428
arimaFD4,reward_low_FP_rate,realKnownCause/machine_temperature_system_failure.csv,1.0,-1.6460240103975607,3,19673,4,2265,21945
arimaFD4,reward_low_FP_rate,realKnownCause/nyc_taxi.csv,1.0,-1.2301823036173642,3,8535,0,1032,9570
arimaFD4,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,1.0,-2.0,0,1410,0,190,1600
arimaFD4,reward_low_FP_rate,realKnownCause/rogue_agent_key_updown.csv,1.0,-2.44,0,4033,2,530,4565
arimaFD4,reward_low_FP_rate,realTraffic/occupancy_6005.csv,1.0,-1.0,0,1784,0,239,2023
arimaFD4,reward_low_FP_rate,realTraffic/occupancy_t4013.csv,1.0,-2.0,0,1875,0,250,2125
arimaFD4,reward_low_FP_rate,realTraffic/speed_6005.csv,1.0,0.7949560161565007,19,1886,0,220,2125
arimaFD4,reward_low_FP_rate,realTraffic/speed_7578.csv,1.0,-4.0,0,842,0,116,958
arimaFD4,reward_low_FP_rate,realTraffic/speed_t4013.csv,1.0,-2.0,0,1871,0,250,2121
arimaFD4,reward_low_FP_rate,realTraffic/TravelTime_387.csv,1.0,-3.0,0,1876,0,249,2125
arimaFD4,reward_low_FP_rate,realTraffic/TravelTime_451.csv,1.0,-1.0,0,1621,0,217,1838
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_AAPL.csv,1.0,-2.6822461432045483,3,13561,3,1585,15152
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_AMZN.csv,1.0,-0.24730843094348431,4,13501,0,1576,15081
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_CRM.csv,1.0,-1.1183660432017992,2,13559,0,1591,15152
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_CVS.csv,1.0,0.5523085986768277,4,13577,0,1522,15103
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,1.0,1.7504020237775757,4,13501,0,1578,15083
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_GOOG.csv,1.0,0.18204977392083999,3,13659,1,1429,15092
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,1.0,1.412988601025321,4,13551,2,1586,15143
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_KO.csv,1.0,-1.1182892190929055,2,13514,0,1585,15101
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_PFE.csv,1.0,-3.4346556005862454,2,13514,6,1586,15108
arimaFD4,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,1.0,-5.88,0,13527,4,1585,15116
Totals,,,,-66.36374698287818,74,299313,34,33421,332842
