Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD4,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,1.0,-0.22,0,3426,2,0,3428
arimaFD4,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,-0.11,0,3427,1,0,3428
arimaFD4,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,1.0,-0.66,0,3422,6,0,3428
arimaFD4,reward_low_FN_rate,artificialNoAnomaly/art_flatline.csv,1.0,0.0,0,3428,0,0,3428
arimaFD4,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,1.0,-0.66,0,3422,6,0,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,1.0,-2.33,0,3022,3,403,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,1.0,-2.33,0,3022,3,403,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,1.0,-2.66,0,3019,6,403,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,1.0,-2.44,0,3021,4,403,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,1.0,0.4273724228407786,2,3020,5,401,3428
arimaFD4,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,1.0,-2.22,0,3023,2,403,3428
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,1.0,-2.219933561134872,0,1216,2,163,1381
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,1.0,-1.4277852397052417,1,1217,2,161,1381
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-3_cpc_results.csv,1.0,-6.0,0,1155,0,153,1308
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-3_cpm_results.csv,1.0,-2.11,0,1154,1,153,1308
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-4_cpc_results.csv,1.0,-3.5722527553184635,1,1231,1,164,1397
arimaFD4,reward_low_FN_rate,realAdExchange/exchange-4_cpm_results.csv,1.0,-8.183806378162757,0,1231,2,164,1397
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,1.0,-4.4399999999999995,0,3022,4,402,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,1.0,-4.66,0,3020,6,402,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.0,-4.0,0,3026,0,402,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,1.0,0.8844177148639596,2,3024,1,401,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.0,0.5274840377676568,1,3081,4,342,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0,-2.55,0,3020,5,403,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,-0.55,0,3423,5,0,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-6.109999999999999,0,3022,1,405,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,-2.22,0,3546,2,473,4021
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-3.1264342475450624,1,3021,2,404,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,-2.0,0,3025,0,403,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-4.4399999999999995,0,3543,4,474,4021
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,-4.0,0,3026,0,402,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-3.345629641884086,2,3460,3,463,3928
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-4.0,0,931,0,126,1057
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-4.220000000000001,0,3024,2,402,3428
arimaFD4,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-4.439999850224512,0,3022,4,402,3428
arimaFD4,reward_low_FN_rate,realKnownCause/ambient_temperature_system_failure.csv,1.0,-4.66,0,5785,6,726,6517
arimaFD4,reward_low_FN_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-2.55,0,15796,5,1499,17300
arimaFD4,reward_low_FN_rate,realKnownCause/ec2_request_latency_system_failure.csv,1.0,-6.55,0,3077,5,346,3428
arimaFD4,reward_low_FN_rate,realKnownCause/machine_temperature_system_failure.csv,1.0,-10.969999999999999,0,19650,27,2268,21945
arimaFD4,reward_low_FN_rate,realKnownCause/nyc_taxi.csv,1.0,-10.55,0,8530,5,1035,9570
arimaFD4,reward_low_FN_rate,realKnownCause/rogue_agent_key_hold.csv,1.0,-4.1099622495101595,0,1409,1,190,1600
arimaFD4,reward_low_FN_rate,realKnownCause/rogue_agent_key_updown.csv,1.0,-4.0,0,4035,0,530,4565
arimaFD4,reward_low_FN_rate,realTraffic/occupancy_6005.csv,1.0,-2.0,0,1784,0,239,2023
arimaFD4,reward_low_FN_rate,realTraffic/occupancy_t4013.csv,1.0,-4.220000000000001,0,1873,2,250,2125
arimaFD4,reward_low_FN_rate,realTraffic/speed_6005.csv,1.0,-2.0,0,1886,0,239,2125
arimaFD4,reward_low_FN_rate,realTraffic/speed_7578.csv,1.0,-8.11,0,841,1,116,958
arimaFD4,reward_low_FN_rate,realTraffic/speed_t4013.csv,1.0,-4.109999999999999,0,1870,1,250,2121
arimaFD4,reward_low_FN_rate,realTraffic/TravelTime_387.csv,1.0,-3.2199999999999998,1,1874,2,248,2125
arimaFD4,reward_low_FN_rate,realTraffic/TravelTime_451.csv,1.0,-2.0,0,1621,0,217,1838
arimaFD4,reward_low_FN_rate,realTweets/Twitter_volume_AAPL.csv,1.0,-8.66,0,13558,6,1588,15152
arimaFD4,reward_low_FN_rate,realTweets/Twitter_volume_AMZN.csv,1.0,-2.9621345232419674,3,13493,8,1577,15081
