Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
arimaFD5,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,1.0,0.0,0,3428,0,0,3428
arimaFD5,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,0.0,0,3428,0,0,3428
arimaFD5,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,1.0,-1.3200000000000003,0,3416,12,0,3428
arimaFD5,reward_low_FN_rate,artificialNoAnomaly/art_flatline.csv,1.0,-8.690000000000007,0,3349,79,0,3428
arimaFD5,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,1.0,-1.1,0,3418,10,0,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,1.0,-2.0392403253339006,0,3024,1,403,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,1.0,-3.146508621695534,0,3014,11,403,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,1.0,-0.15321311027266205,1,3015,10,402,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,1.0,-3.1482266761885906,0,3014,11,403,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,1.0,0.8864746281318382,1,3025,0,402,3428
arimaFD5,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,1.0,0.8539309175500291,1,3024,1,402,3428
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,1.0,0.3874326712790239,1,1212,6,162,1381
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,1.0,0.4422486077522099,2,1210,9,160,1381
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-3_cpc_results.csv,1.0,2.8046368378239888,3,1154,1,150,1308
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-3_cpm_results.csv,1.0,0.915005925689125,1,1155,0,152,1308
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-4_cpc_results.csv,1.0,-3.030006960553854,1,1232,0,164,1397
arimaFD5,reward_low_FN_rate,realAdExchange/exchange-4_cpm_results.csv,1.0,-5.12443181939678,1,1232,1,163,1397
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,1.0,-2.205764080438726,1,3015,11,401,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,1.0,0.4628307715126605,2,3014,12,400,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,1.0,1.2667387237544308,2,3021,5,400,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,1.0,-2.22,0,3023,2,403,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,1.0,0.94450613992309,2,3084,1,341,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,1.0,-2.0,0,3025,0,403,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,-1.3200000000000003,0,3416,12,0,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,1.0,-3.2879491160859002,1,3021,2,404,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,1.0,0.008153031909285388,1,3547,1,472,4021
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,1.0,-6.108292399485061,0,3022,1,405,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,1.0,0.8741249559990424,1,3025,0,402,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,1.0,-4.220000000000001,0,3545,2,474,4021
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,1.0,1.0646351956100037,2,3017,9,400,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/grok_asg_anomaly.csv,1.0,-6.109999999999999,0,3462,1,465,3928
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,1.0,-4.109999999999999,0,930,1,126,1057
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,1.0,-1.0961635692465688,1,3026,0,401,3428
arimaFD5,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,1.0,-1.0961635692465688,1,3026,0,401,3428
arimaFD5,reward_low_FN_rate,realKnownCause/ambient_temperature_system_failure.csv,1.0,-2.4082247584675214,1,5777,14,725,6517
arimaFD5,reward_low_FN_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-3.6500000000000004,0,15786,15,1499,17300
arimaFD5,reward_low_FN_rate,realKnownCause/ec2_request_latency_system_failure.csv,1.0,-0.09843563854017323,4,3082,0,342,3428
arimaFD5,reward_low_FN_rate,realKnownCause/machine_temperature_system_failure.csv,1.0,1.982983924127895,5,19667,10,2263,21945
arimaFD5,reward_low_FN_rate,realKnownCause/nyc_taxi.csv,1.0,-2.2491161404498285,3,8532,3,1032,9570
arimaFD5,reward_low_FN_rate,realKnownCause/rogue_agent_key_hold.csv,1.0,-1.1975077200018214,1,1409,1,189,1600
arimaFD5,reward_low_FN_rate,realKnownCause/rogue_agent_key_updown.csv,1.0,-4.109999999999999,0,4034,1,530,4565
arimaFD5,reward_low_FN_rate,realTraffic/occupancy_6005.csv,1.0,0.7273197879734156,1,1782,2,238,2023
arimaFD5,reward_low_FN_rate,realTraffic/occupancy_t4013.csv,1.0,1.6533582244003564,2,1873,2,248,2125
arimaFD5,reward_low_FN_rate,realTraffic/speed_6005.csv,1.0,0.44323340649254234,1,1882,4,238,2125
arimaFD5,reward_low_FN_rate,realTraffic/speed_7578.csv,1.0,-2.2199999999999998,2,840,2,114,958
arimaFD5,reward_low_FN_rate,realTraffic/speed_t4013.csv,1.0,-1.73215975074443,6,1865,6,244,2121
arimaFD5,reward_low_FN_rate,realTraffic/TravelTime_387.csv,1.0,-3.383600157774171,1,1873,3,248,2125
arimaFD5,reward_low_FN_rate,realTraffic/TravelTime_451.csv,1.0,0.9010431361078507,1,1621,0,216,1838
arimaFD5,reward_low_FN_rate,realTweets/Twitter_volume_AAPL.csv,1.0,-2.5065035635160573,2,13559,5,1586,15152
arimaFD5,reward_low_FN_rate,realTweets/Twitter_volume_AMZN.csv,1.0,-2.3468263457199745,2,13500,1,1578,15081
arimaFD5,reward_low_FN_rate,realTweets/Twitter_volume_CRM.csv,1.0,-3.401583249375702,3,13529,30,1590,15152
